relative_path,original_filename,source_folder,resolved_title,resolved_artist,resolved_album,duration_seconds,file_hash,file_size,action,reason,duplicate_status,duplicate_group,representative,representative_reason,bitrate,sample_rate,has_cover,metadata_status
0 - Top 50 Sertanejo/05 - Zé Neto & Cristiano - Pátio do Posto (Ao Vivo).mp3,05 - Zé Neto & Cristiano - Pátio do Posto (Ao Vivo).mp3,0 - Top 50 Sertanejo,Pátio do Posto (Ao Vivo),Zé Neto & Cristiano,"Escolhas, Vol. 1 (Ao Vivo)",179,a1a9c6a31cd98966611ec05b166db346e597343b7a73d5660bc9658c6e65bab3,2996215,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/05 - Zé Neto & Cristiano - Pátio do Posto (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/06 - Gusttavo Lima - Solteiro Frustrado (Ao Vivo).mp3,06 - Gusttavo Lima - Solteiro Frustrado (Ao Vivo).mp3,0 - Top 50 Sertanejo,Solteiro Frustrado (Ao Vivo),Gusttavo Lima,Embaixador - 15 Anos (Ao Vivo),180,9463f62e77d9cc7853a59950405aa3f7cde444e4583291f5660986ada3e3a289,3062395,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/06 - Gusttavo Lima - Solteiro Frustrado (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/07 - Simone Mendes - Erro Gostoso (Ao Vivo).mp3,07 - Simone Mendes - Erro Gostoso (Ao Vivo).mp3,0 - Top 50 Sertanejo,Erro Gostoso (Ao Vivo),Simone Mendes,Cintilante (Ao Vivo),179,22da40c4ce8d51857bcd9def9e00fad6a94d09164dee0dc06e91bc3c5730a19f,3045244,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/07 - Simone Mendes - Erro Gostoso (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/08 - Israel & Rodolffo - Voltou Com Quem Não Voltava (Ao Vivo).mp3,08 - Israel & Rodolffo - Voltou Com Quem Não Voltava (Ao Vivo).mp3,0 - Top 50 Sertanejo,Voltou Com Quem Não Voltava (Ao Vivo),Israel & Rodolffo,"Let's Bora, Vol. 3 (Ao Vivo)",147,e1303ae7478ea2d71458e5980531eb1b18d3e71e49e93ec01d505374534df3a3,2518071,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/08 - Israel & Rodolffo - Voltou Com Quem Não Voltava (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/09 - Henrique & Juliano - Abre A Mente (Ao Vivo Em Brasília).mp3,09 - Henrique & Juliano - Abre A Mente (Ao Vivo Em Brasília).mp3,0 - Top 50 Sertanejo,Abre A Mente (Ao Vivo Em Brasília),Henrique & Juliano,To Be (Ao Vivo Em Brasília EP4),191,50d16ed6bacef60cf0e80195a90c936e4f95dd3c38eafea7fac716344de9a039,3325539,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/09 - Henrique & Juliano - Abre A Mente (Ao Vivo Em Brasília).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/10 - Matheus & Kauan - Pactos (Ao Vivo).mp3,10 - Matheus & Kauan - Pactos (Ao Vivo).mp3,0 - Top 50 Sertanejo,Pactos (Ao Vivo),Matheus & Kauan,Basiquinho (Ao Vivo),184,a0a08de4dba89fa3fad5f91f1be649c7dc107565d6ccdf33aa7fc589d988e4f2,3132359,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/10 - Matheus & Kauan - Pactos (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/11 - AgroPlay - Nosso Quadro.mp3,11 - AgroPlay - Nosso Quadro.mp3,0 - Top 50 Sertanejo,Nosso Quadro,AgroPlay,AgroPlay Verão Vol.1,174,67be73adfabcc1d74d8f9469490305874546150cb9b9ae9c7cf2599bbd2d409c,2982098,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/11 - AgroPlay - Nosso Quadro.mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/12 - Marília Mendonça - Me Ame Mais.mp3,12 - Marília Mendonça - Me Ame Mais.mp3,0 - Top 50 Sertanejo,Me Ame Mais,Marília Mendonça,Decretos Reais,221,b569beb8a28d7f598cd9aa84265159fe531373e34a48b0589ae3542291bedf5e,3783270,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/12 - Marília Mendonça - Me Ame Mais.mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/13 - Luan Santana - MEIO TERMO (Ao Vivo).mp3,13 - Luan Santana - MEIO TERMO (Ao Vivo).mp3,0 - Top 50 Sertanejo,MEIO TERMO (Ao Vivo),Luan Santana,LUAN CITY 2.0 - FASE 1,176,6cbfeba041802ed0986aa377e37272aefbb18f692e01291494548c5e6514282b,2957932,SKIP_LIKELY,likely_duplicate,LIKELY_DUPLICATE,16,000 Top Sertanejo ⭐ Hits Sertanejos!/034 - Luan Santana - MEIO TERMO (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/14 - Fred & Fabrício - Flor De Plástico (Ao Vivo).mp3,14 - Fred & Fabrício - Flor De Plástico (Ao Vivo).mp3,0 - Top 50 Sertanejo,Flor De Plástico (Ao Vivo),Fred & Fabrício,Flor De Plástico (Ao Vivo),179,fa481d688689076a9bde6ac44d523e01c65ac48e99fd299bf08f641e0f719987,3050958,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/14 - Fred & Fabrício - Flor De Plástico (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/15 - Bruno & Marrone - Por Te Amar Demais (Ao Vivo).mp3,15 - Bruno & Marrone - Por Te Amar Demais (Ao Vivo).mp3,0 - Top 50 Sertanejo,Por Te Amar Demais (Ao Vivo),Bruno & Marrone,Revivem Sua História 3 (Ao Vivo),242,587fd5e4f104e33614127d7d59e9f5690c3a7934e5efed233f1b0929840f03d7,3995702,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/15 - Bruno & Marrone - Por Te Amar Demais (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/16 - Fiduma & Jeca - Chapéu Preto (Ao Vivo).mp3,16 - Fiduma & Jeca - Chapéu Preto (Ao Vivo).mp3,0 - Top 50 Sertanejo,Chapéu Preto (Ao Vivo),Fiduma & Jeca,Chapéu Preto (Ao Vivo),163,3c012ab499a0f000ff9b9132beff13e021569724aca2a59b32c07d343afdd5e9,2764087,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/16 - Fiduma & Jeca - Chapéu Preto (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/17 - Lauana Prado - Desandei (Ao Vivo).mp3,17 - Lauana Prado - Desandei (Ao Vivo).mp3,0 - Top 50 Sertanejo,Desandei (Ao Vivo),Lauana Prado,Desandei (Ao Vivo),143,8f2d7bd55b0f1c179fa57fbfd472492aa3d0fa5bce8351c68b1b10bc236a7c02,2436596,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/17 - Lauana Prado - Desandei (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/18 - Diego & Victor Hugo - Bestasexual (Ao Vivo).mp3,18 - Diego & Victor Hugo - Bestasexual (Ao Vivo).mp3,0 - Top 50 Sertanejo,Bestasexual (Ao Vivo),Diego & Victor Hugo,Pra BB Vol. 1 (Ao Vivo),168,cca2901f25eaaaa7ca11eb279f719d1e0fc7fb23d73780a902861a586c1fd3da,2846986,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/18 - Diego & Victor Hugo - Bestasexual (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/19 - Fernando & Sorocaba - Cancelado.mp3,19 - Fernando & Sorocaba - Cancelado.mp3,0 - Top 50 Sertanejo,Cancelado,Fernando & Sorocaba,Cancelado,171,e465d3d3eca2b8f55b4244aa612b5260ca84eca37a8ddc3a68df3962db319c4e,2999940,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/19 - Fernando & Sorocaba - Cancelado.mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/20 - Lucas Lucco - Superar Não É Comigo (Ao Vivo).mp3,20 - Lucas Lucco - Superar Não É Comigo (Ao Vivo).mp3,0 - Top 50 Sertanejo,Superar Não É Comigo (Ao Vivo),Lucas Lucco,Superar Não É Comigo (Ao Vivo),173,6fd2ac5111550b70b477dd5c8e483f4146d64f7cdd79d1102c74ba9f1bd02346,2905906,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/20 - Lucas Lucco - Superar Não É Comigo (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/21 - Hugo & Vitor - Problemão (Ao Vivo).mp3,21 - Hugo & Vitor - Problemão (Ao Vivo).mp3,0 - Top 50 Sertanejo,Problemão (Ao Vivo),Hugo & Vitor,Respeita Minha Dupla (Ao Vivo / Vol. 1),138,6068dc15d86ed8b2abdad45251f3fdc19c216ed2ffd216043c64bb66fc024f97,2403464,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/21 - Hugo & Vitor - Problemão (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/22 - Gustavo Mioto - Fim Do Mundo (Ao Vivo).mp3,22 - Gustavo Mioto - Fim Do Mundo (Ao Vivo).mp3,0 - Top 50 Sertanejo,Fim Do Mundo (Ao Vivo),Gustavo Mioto,10 Anos (Ao Vivo / Vol.3),197,35d4d1fb6e885292dda1374d8b41ea9158717b65d48eb0f5faccfe4d2998b3a0,3301219,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/22 - Gustavo Mioto - Fim Do Mundo (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/23 - Naiara Azevedo - Covardias Digitais (Ao Vivo).mp3,23 - Naiara Azevedo - Covardias Digitais (Ao Vivo).mp3,0 - Top 50 Sertanejo,Covardias Digitais (Ao Vivo),Naiara Azevedo,Covardias Digitais (Ao Vivo),160,717dabdcd0274e0e509b05663b7a69cce206009c673176a6d14d8051bf5c41f7,2830252,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/23 - Naiara Azevedo - Covardias Digitais (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/24 - Bruno & Denner - Cavalo de Pau.mp3,24 - Bruno & Denner - Cavalo de Pau.mp3,0 - Top 50 Sertanejo,Cavalo de Pau,Bruno & Denner,Cavalo de Pau,164,76641671b3ce0e95c2a91eef4e8170f36ae214d7ec42a274b5bd29f7de445bf1,2791146,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/24 - Bruno & Denner - Cavalo de Pau.mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/25 - Ícaro e Gilmar - A Viola e Eu (Ao Vivo) (Ao Vivo).mp3,25 - Ícaro e Gilmar - A Viola e Eu (Ao Vivo) (Ao Vivo).mp3,0 - Top 50 Sertanejo,A Viola e Eu (Ao Vivo) (Ao Vivo),Ícaro e Gilmar,A Viola e Eu (Ao Vivo) (Ao Vivo),204,e4f7c17907487ce30b5891294870ebd88e4791fdaeec8b5ed4159346b7c22e38,3469421,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/25 - Ícaro e Gilmar - A Viola e Eu (Ao Vivo) (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/26 - Léo & Raphael - Moça Do Cabelão Preto (Ao Vivo) (Ao Vivo).mp3,26 - Léo & Raphael - Moça Do Cabelão Preto (Ao Vivo) (Ao Vivo).mp3,0 - Top 50 Sertanejo,Moça Do Cabelão Preto (Ao Vivo) (Ao Vivo),Léo & Raphael,Moça Do Cabelão Preto (Ao Vivo) (Ao Vivo),191,2386937e9798cd49fc9ec51cda52c87a29e434a8b2276648fb4587673bf0049b,3293625,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/26 - Léo & Raphael - Moça Do Cabelão Preto (Ao Vivo) (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/27 - Maiara & Maraisa - Felizes para Sempre (Ao Vivo).mp3,27 - Maiara & Maraisa - Felizes para Sempre (Ao Vivo).mp3,0 - Top 50 Sertanejo,Felizes para Sempre (Ao Vivo),Maiara & Maraisa,"Identidade, Ep. 2 (Ao Vivo)",200,a6378dcd4c3eda0d3ebd649b8bd07d4d5ef946bad416c31b5f4e2319b275112c,3359873,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/27 - Maiara & Maraisa - Felizes para Sempre (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/28 - Jorge & Mateus - 5 Regras (Ao Vivo).mp3,28 - Jorge & Mateus - 5 Regras (Ao Vivo).mp3,0 - Top 50 Sertanejo,5 Regras (Ao Vivo),Jorge & Mateus,É Simples Assim (Ao Vivo),162,65da1274c8c07e8b9ad8fb4e385acc9dcadef6e637ab6fecd350f5675b612883,2713625,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/28 - Jorge & Mateus - 5 Regras (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/29 - Chitãozinho & Xororó - Sinônimos.mp3,29 - Chitãozinho & Xororó - Sinônimos.mp3,0 - Top 50 Sertanejo,Sinônimos,Chitãozinho & Xororó,Sinônimos,302,a686348ad803cb8c19779cbd3263ad731c39de9e326d504131af990601f0670e,5086088,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/29 - Chitãozinho & Xororó - Sinônimos.mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/30 - Yasmin Santos - Apenas um Sorriso (Ao Vivo).mp3,30 - Yasmin Santos - Apenas um Sorriso (Ao Vivo).mp3,0 - Top 50 Sertanejo,Apenas um Sorriso (Ao Vivo),Yasmin Santos,Acústico Modões - Ao vivo em Goiânia VOL 01,182,0a8e5948cffbd796bf37720e6c8cc41ff4b272335e5bf582dfededdb39ee9137,3067969,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/30 - Yasmin Santos - Apenas um Sorriso (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/31 - Mariana & Mateus - Nunca Será (Ao Vivo).mp3,31 - Mariana & Mateus - Nunca Será (Ao Vivo).mp3,0 - Top 50 Sertanejo,Nunca Será (Ao Vivo),Mariana & Mateus,Ao Vivo Em Goiânia Vol. 05,148,73d88c44a4b333866dfea1f489c649ee358f344fb9830ae5836e152a19417e66,2555077,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/31 - Mariana & Mateus - Nunca Será (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/32 - US Agroboy - Eu Minto (Ao Vivo).mp3,32 - US Agroboy - Eu Minto (Ao Vivo).mp3,0 - Top 50 Sertanejo,Eu Minto (Ao Vivo),US Agroboy,Eu Minto (Ao Vivo),161,abcfb26d290fe1c542af294bbb2a56c517cdbb4fb88469ba82e98ceb0e3ca16c,2742821,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/32 - US Agroboy - Eu Minto (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/33 - Felipe Araújo - Despedida De Sofrimento (Ao Vivo).mp3,33 - Felipe Araújo - Despedida De Sofrimento (Ao Vivo).mp3,0 - Top 50 Sertanejo,Despedida De Sofrimento (Ao Vivo),Felipe Araújo,Esquenta Dois (Ao Vivo / Vol. 1),179,93d98c40f4f2004fdc4e6b8b4a3ae956386cb2e5e2d038aeef808ea5c8bbb92e,3087949,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/33 - Felipe Araújo - Despedida De Sofrimento (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
0 - Top 50 Sertanejo/34 - Felipe e Rodrigo - Média Boa (Ao Vivo).mp3,34 - Felipe e Rodrigo - Média Boa (Ao Vivo).mp3,0 - Top 50 Sertanejo,Média Boa (Ao Vivo),Felipe e Rodrigo,Média Boa (Ao Vivo),149,7e3bc3ba107f98443c274ca92318ac8b63f9413d85224c8a9deecce16d063bc6,2604895,IMPORT,preserved,UNIQUE,,0 - Top 50 Sertanejo/34 - Felipe e Rodrigo - Média Boa (Ao Vivo).mp3,"sem erro de leitura; metadata GOOD; título HIGH; artista HIGH; cover presente; bitrate 128 kbps; sample rate 44100 Hz; desempate final por relative_path",128000,44100,true,GOOD
