original_filename,source_folder,relative_path,id3_title,id3_artist,id3_album,resolved_title,resolved_artist,resolved_album,title_source,artist_source,album_source,title_confidence,artist_confidence,metadata_status,duration_seconds,bitrate,sample_rate,file_hash,file_size,has_cover,normalized_title,normalized_artist,duplicate_status,duplicate_group,duplicate_confidence,review_reason
A Galera Do Chapéu - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/A Galera Do Chapéu - Ao Vivo - Gino & Geno.mp3,A Galera Do Chapéu - Ao Vivo,Gino & Geno,,A Galera Do Chapéu - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,195,192000,44100,097f6c3c9a0b4264ccc2b612c2abecb932862bd52f3d9b7566c78e802977fdbb,4737761,true,a galera do chapeu ao vivo,gino e geno,UNIQUE,,0,
A Mulher E A Bebida - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/A Mulher E A Bebida - Gino & Geno.mp3,A Mulher E A Bebida,Gino & Geno,,A Mulher E A Bebida,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,240,192000,44100,ce98441145bac2877d4701d9c6c8ba780454a720a41338cbd88c1d2c3c23429e,5816381,true,a mulher e a bebida,gino e geno,UNIQUE,,0,
Acidente De Amor - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Acidente De Amor - Ao Vivo - Gino & Geno.mp3,Acidente De Amor - Ao Vivo,Gino & Geno,,Acidente De Amor - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,238,192000,44100,1365724cbec5c6c31bef016be11f67aeba60c59f62624aee63659505ccb319fe,5768849,true,acidente de amor ao vivo,gino e geno,UNIQUE,,0,
Agita Aí - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Agita Aí - Ao Vivo - Gino & Geno.mp3,Agita Aí - Ao Vivo,Gino & Geno,,Agita Aí - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,199,192000,44100,4be42d7d3dc935409a7b0cd26508b708fc39d37556b24ff138d53ce5d107dc52,4849448,true,agita ai ao vivo,gino e geno,UNIQUE,,0,
Aí É Só Bebendo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Aí É Só Bebendo - Gino & Geno.mp3,Aí É Só Bebendo,Gino & Geno,,Aí É Só Bebendo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,196,192000,44100,8dd08ef6c41e9c34d55387fec268406d05da0f69533748dcbea610d6fc3f0bce,4748319,true,ai e so bebendo,gino e geno,UNIQUE,,0,
"Arrependida - Ao Vivo - Gino & Geno, Matao, Monteiro.mp3",01 - Gino e Geno,"01 - Gino e Geno/Arrependida - Ao Vivo - Gino & Geno, Matao, Monteiro.mp3",Arrependida - Ao Vivo,"Gino & Geno, Matao, Monteiro",,Arrependida - Ao Vivo,"Gino & Geno, Matao, Monteiro",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,200,192000,44100,38c27331de11d0317ea5e68cf748db754375fbc89ddd4a6780a6c983ff5c7d48,4865805,true,arrependida ao vivo,gino e geno matao monteiro,UNIQUE,,0,
Bebo Pa Carai - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Bebo Pa Carai - Ao Vivo - Gino & Geno.mp3,Bebo Pa Carai - Ao Vivo,Gino & Geno,,Bebo Pa Carai - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,224,192000,44100,b2ea25c6eb7b7eccfbabb0f026366caa82d7ba79103bd9aac64f7f604f8b8ac8,5442510,true,bebo pa carai ao vivo,gino e geno,UNIQUE,,0,
Bebo Pa Carai - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Bebo Pa Carai - Gino & Geno.mp3,Bebo Pa Carai,Gino & Geno,,Bebo Pa Carai,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,224,192000,44100,4a08f79bf0274fffaedb61835345baa59263d4f3155cd210fc8338743dd1d6fa,5429160,true,bebo pa carai,gino e geno,UNIQUE,,0,
Bola Da Vez - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Bola Da Vez - Gino & Geno.mp3,Bola Da Vez,Gino & Geno,,Bola Da Vez,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,194,192000,44100,98e18717ad809cbbb8a00b0a3d5f8426ce3fb70d84216069d383b17ecbc1bf20,4702937,true,bola da vez,gino e geno,UNIQUE,,0,
Cara Boa - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Cara Boa - Gino & Geno.mp3,Cara Boa,Gino & Geno,,Cara Boa,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,207,192000,44100,330f93ec03eca9a5fd95caacd74852aaef3bdfed36135329d1549b5f55692a90,5016840,true,cara boa,gino e geno,UNIQUE,,0,
Cara de Boi - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Cara de Boi - Ao Vivo - Gino & Geno.mp3,Cara de Boi - Ao Vivo,Gino & Geno,,Cara de Boi - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,196,192000,44100,3ad40da4cd9c4c6dfc0147f3c516ea024e7f3fdb2c0591dd36e05c2ae2aefdfd,4766093,true,cara de boi ao vivo,gino e geno,UNIQUE,,0,
Churrasco De Paixão - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Churrasco De Paixão - Ao Vivo - Gino & Geno.mp3,Churrasco De Paixão - Ao Vivo,Gino & Geno,,Churrasco De Paixão - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,143,192000,44100,63d7fab69c7bfde1ada108ce27a8e6ad12f0bedcdc2a8a40d19912bf4c3445c1,3497067,true,churrasco de paixao ao vivo,gino e geno,UNIQUE,,0,
Com Dinheiro É Mole - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Com Dinheiro É Mole - Gino & Geno.mp3,Com Dinheiro É Mole,Gino & Geno,,Com Dinheiro É Mole,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,161,192000,44100,61e8fe36ae1bf64753267c8bb61d218acbb99977893e92d1430d6b057bb001bf,3908015,true,com dinheiro e mole,gino e geno,UNIQUE,,0,
Dando Mole - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Dando Mole - Ao Vivo - Gino & Geno.mp3,Dando Mole - Ao Vivo,Gino & Geno,,Dando Mole - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,213,192000,44100,e7063e499374fd8121831f8f2f8a818e122d1be50fbf3e9fe947a8c9f9b83fde,5179554,true,dando mole ao vivo,gino e geno,UNIQUE,,0,
"Estrela De Ouro - Ao Vivo - Gino & Geno, Andre, Andrade.mp3",01 - Gino e Geno,"01 - Gino e Geno/Estrela De Ouro - Ao Vivo - Gino & Geno, Andre, Andrade.mp3",Estrela De Ouro - Ao Vivo,"Gino & Geno, Andre, Andrade",,Estrela De Ouro - Ao Vivo,"Gino & Geno, Andre, Andrade",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,239,192000,44100,63e0be2034ea0aaf357b09e73fed790bbae35d743a983971ea75ef04e3983427,5807163,true,estrela de ouro ao vivo,gino e geno andre andrade,UNIQUE,,0,
Eu Já Fui De Você - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Eu Já Fui De Você - Ao Vivo - Gino & Geno.mp3,Eu Já Fui De Você - Ao Vivo,Gino & Geno,,Eu Já Fui De Você - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,210,192000,44100,645ede8a69726afd872fe59832e68a4aff9bd6c28f2050786e03156efccdec33,5093314,true,eu ja fui de voce ao vivo,gino e geno,UNIQUE,,0,
Fica Nervoso Não - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Fica Nervoso Não - Gino & Geno.mp3,Fica Nervoso Não,Gino & Geno,,Fica Nervoso Não,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,172,192000,44100,b5ca9689695521faad698d3d035a1dfa878ecef7fc72cd3c8d3f2207653660a5,4172842,true,fica nervoso nao,gino e geno,UNIQUE,,0,
Freio De Mão - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Freio De Mão - Gino & Geno.mp3,Freio De Mão,Gino & Geno,,Freio De Mão,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,204,192000,44100,b3acd65c730d12f53c3c2fc9f8ce0f2fb68dbd5d194fb5212e45c9b77b6e87a9,4944778,true,freio de mao,gino e geno,UNIQUE,,0,
Nóis Enverga Mas Não Quebra - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Nóis Enverga Mas Não Quebra - Ao Vivo - Gino & Geno.mp3,Nóis Enverga Mas Não Quebra - Ao Vivo,Gino & Geno,,Nóis Enverga Mas Não Quebra - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,189,192000,44100,7270e1374063931c49e11c50a54d9a61ce41f2a9570edf8d8e1b52dc3c8688e7,4594524,true,nois enverga mas nao quebra ao vivo,gino e geno,UNIQUE,,0,
O Gavião - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/O Gavião - Gino & Geno.mp3,O Gavião,Gino & Geno,,O Gavião,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,230,192000,44100,50239346cdb7174d1c3173e25feb2fa7263472bebb49968c38dcd5eb11d6e883,5580269,true,o gaviao,gino e geno,UNIQUE,,0,
O Olhar Dessa Malvada - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/O Olhar Dessa Malvada - Ao Vivo - Gino & Geno.mp3,O Olhar Dessa Malvada - Ao Vivo,Gino & Geno,,O Olhar Dessa Malvada - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,171,192000,44100,947bec527972bd9a7badb0f51c21c55a7814e6d09ab7d42e40dd3221aab77cf2,4167310,true,o olhar dessa malvada ao vivo,gino e geno,UNIQUE,,0,
Pinga Na Garganta - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Pinga Na Garganta - Ao Vivo - Gino & Geno.mp3,Pinga Na Garganta - Ao Vivo,Gino & Geno,,Pinga Na Garganta - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,211,192000,44100,a64a24fbea0a02cf7ca6881604c1e68e715dc5ab186eb2480add5966f18d9579,5127935,true,pinga na garganta ao vivo,gino e geno,UNIQUE,,0,
Que Bicho Que É - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Que Bicho Que É - Ao Vivo - Gino & Geno.mp3,Que Bicho Que É - Ao Vivo,Gino & Geno,,Que Bicho Que É - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,183,192000,44100,74f4430ac37a5e71f464b123249013a4e5873197fc29d9ef11b36621a7dcf787,4466647,true,que bicho que e ao vivo,gino e geno,UNIQUE,,0,
Que Bicho Que É - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Que Bicho Que É - Gino & Geno.mp3,Que Bicho Que É,Gino & Geno,,Que Bicho Que É,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,183,192000,44100,d981fdbd10c45878a354fd4bce788435b40a7f2b7a0100ab2ac0efb97a47efed,4453299,true,que bicho que e,gino e geno,UNIQUE,,0,
Querendo Maria - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Querendo Maria - Gino & Geno.mp3,Querendo Maria,Gino & Geno,,Querendo Maria,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,236,192000,44100,aab3dcfb695e73385b5ba9cb33f2eda9cf544d44eb8b084cf4199643bf943172,5726730,true,querendo maria,gino e geno,UNIQUE,,0,
Reza Pra Nós - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Reza Pra Nós - Gino & Geno.mp3,Reza Pra Nós,Gino & Geno,,Reza Pra Nós,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,210,192000,44100,02b384070ddbd70375043811ae85044da6fb388c02e24e020122c23c6efae244,5104180,true,reza pra nos,gino e geno,UNIQUE,,0,
"Sou Feio, Mas Tô Na Moda - Ao Vivo - Gino & Geno.mp3",01 - Gino e Geno,"01 - Gino e Geno/Sou Feio, Mas Tô Na Moda - Ao Vivo - Gino & Geno.mp3","Sou Feio, Mas Tô Na Moda - Ao Vivo",Gino & Geno,,"Sou Feio, Mas Tô Na Moda - Ao Vivo",Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,175,192000,44100,d08b3e5c743d6d5398815dc431d213efc41ed52dcc67e4a7e5a89e9b57cea23b,4274631,true,sou feio mas to na moda ao vivo,gino e geno,UNIQUE,,0,
"Tá Nervoso... Vai Pescá - Ao Vivo - Gino & Geno, Ataide, Alexandre.mp3",01 - Gino e Geno,"01 - Gino e Geno/Tá Nervoso... Vai Pescá - Ao Vivo - Gino & Geno, Ataide, Alexandre.mp3",Tá Nervoso... Vai Pescá - Ao Vivo,"Gino & Geno, Ataide, Alexandre",,Tá Nervoso... Vai Pescá - Ao Vivo,"Gino & Geno, Ataide, Alexandre",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,185,192000,44100,bbce708b61d24152f8299ef55099ea973d1d77d27d024afd16c4ea3c8c7b848a,4503727,true,ta nervoso vai pesca ao vivo,gino e geno ataide alexandre,UNIQUE,,0,
Tô Ficando Com Ela - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Tô Ficando Com Ela - Ao Vivo - Gino & Geno.mp3,Tô Ficando Com Ela - Ao Vivo,Gino & Geno,,Tô Ficando Com Ela - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,194,192000,44100,a349841a1bd76f5034dea4f48b9b8d79128bf66beca18ab55846151206e4ad4c,4728976,true,to ficando com ela ao vivo,gino e geno,UNIQUE,,0,
Um Botão Pra Dar - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Um Botão Pra Dar - Gino & Geno.mp3,Um Botão Pra Dar,Gino & Geno,,Um Botão Pra Dar,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,210,192000,44100,0c2527076cd751962f86550c1d7b09406fe33c589bf5ce5a089c856c1472b3fc,5101050,true,um botao pra dar,gino e geno,UNIQUE,,0,
Vou Beber Veneno - Ao Vivo - Gino & Geno.mp3,01 - Gino e Geno,01 - Gino e Geno/Vou Beber Veneno - Ao Vivo - Gino & Geno.mp3,Vou Beber Veneno - Ao Vivo,Gino & Geno,,Vou Beber Veneno - Ao Vivo,Gino & Geno,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,250,192000,44100,32db7a5c3625ab4cb27ddc0e58249799455f24d51ce13ab76a5af20bbefc3e5e,6049201,true,vou beber veneno ao vivo,gino e geno,UNIQUE,,0,
A Cavalo na Verdade - Baitaca.mp3,02 - Baitaca,02 - Baitaca/A Cavalo na Verdade - Baitaca.mp3,A Cavalo na Verdade,Baitaca,,A Cavalo na Verdade,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,314,192000,44100,8b9eba3a4024f01646544da4ff06a95c16fa2177d9f8ce03d37eddd7a370d760,7585707,true,a cavalo na verdade,baitaca,UNIQUE,,0,
Bagual Sem Freio - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Bagual Sem Freio - Baitaca.mp3,Bagual sem Freio,Baitaca,Bailanta da Boneca,Bagual sem Freio,Baitaca,Bailanta da Boneca,ID3,ID3,ID3,HIGH,HIGH,GOOD,166,192000,44100,f5a82f3cda77648e40fd6db5dc36a0e45d4aa45f2ebffb7b1aa68a9831269ce1,4047410,true,bagual sem freio,baitaca,UNIQUE,,0,
Baile de Bugio - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Baile de Bugio - Baitaca.mp3,Baile de Bugio,Baitaca,Bailanta da Boneca,Baile de Bugio,Baitaca,Bailanta da Boneca,ID3,ID3,ID3,HIGH,HIGH,GOOD,163,192000,44100,9fc3ae50de055dd35817965c8f877cc379d473ff5365ee7e30a577d1b763a4bd,3960802,true,baile de bugio,baitaca,UNIQUE,,0,
Cada Vez Mais Xucro - Ao Vivo - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Cada Vez Mais Xucro - Ao Vivo - Baitaca.mp3,Cada Vez Mais Xucro - Ao Vivo,Baitaca,,Cada Vez Mais Xucro - Ao Vivo,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,170,192000,44100,c1be22a892d9cd7a946f92336be33cac21596444192b296e5f93710dcb2c61e8,4131738,true,cada vez mais xucro ao vivo,baitaca,UNIQUE,,0,
Cada Vez Mais Xucro - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Cada Vez Mais Xucro - Baitaca.mp3,Cada Vez Mais Xucro,Baitaca,Meu Rio Grande É Desse Jeito,Cada Vez Mais Xucro,Baitaca,Meu Rio Grande É Desse Jeito,ID3,ID3,ID3,HIGH,HIGH,GOOD,170,192000,44100,e0031332ccfea43bfddfe6a58a63a188cd833cc7d17d665e5b2db89d608c42e6,4112731,true,cada vez mais xucro,baitaca,UNIQUE,,0,
Cadela Baia - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Cadela Baia - Baitaca.mp3,Cadela Baia,Baitaca,Galponeiro e Aporreado,Cadela Baia,Baitaca,Galponeiro e Aporreado,ID3,ID3,ID3,HIGH,HIGH,GOOD,188,192000,44100,e3beab2653f96d9be9fe37ded45fc0b1cbba4f3bbdb105ef0ea90bdfb20e6177,4553644,true,cadela baia,baitaca,UNIQUE,,0,
Campeiro Que Canta Triste - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Campeiro Que Canta Triste - Baitaca.mp3,Campeiro Que Canta Triste,Baitaca,,Campeiro Que Canta Triste,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,383,192000,44100,05bef4a0456c5f84bdace9b41a8f5461a05a37e0d861eb0a3ce7997c67ec223c,9237786,true,campeiro que canta triste,baitaca,UNIQUE,,0,
Castração a Pealo - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Castração a Pealo - Baitaca.mp3,Castração a Pealo,Baitaca,Galponeiro e Aporreado,Castração a Pealo,Baitaca,Galponeiro e Aporreado,ID3,ID3,ID3,HIGH,HIGH,GOOD,260,192000,44100,372e49bc5c9c342af5008e5e5e150b5723e01f71aeb81f08e2aa480747db188d,6278208,true,castracao a pealo,baitaca,UNIQUE,,0,
Coiceando a Cola - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Coiceando a Cola - Baitaca.mp3,Coiceando a Cola,Baitaca,,Coiceando a Cola,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,225,192000,44100,8baa0dd92d60ea56a9d754b2424108cadf16f9e62f25d21db2355939fb47ccd3,5450043,true,coiceando a cola,baitaca,UNIQUE,,0,
Cuiudo do Alegrete - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Cuiudo do Alegrete - Baitaca.mp3,Cuiudo do Alegrete,Baitaca,Baitaca Canta Francisco Vargas,Cuiudo do Alegrete,Baitaca,Baitaca Canta Francisco Vargas,ID3,ID3,ID3,HIGH,HIGH,GOOD,296,192000,44100,f0bf592ecf68f9cae4c8f5c1cecec51af8c02fd2459926edefc43e00282a07ba,7156028,true,cuiudo do alegrete,baitaca,UNIQUE,,0,
De Chão Batido - Baitaca.mp3,02 - Baitaca,02 - Baitaca/De Chão Batido - Baitaca.mp3,De Chão Batido,Baitaca,,De Chão Batido,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,241,192000,44100,d084a7610ba674ec9329d6be7c218b89bc6c98c574dcb0890f3eca091c106314,5817813,true,de chao batido,baitaca,UNIQUE,,0,
Dedo Inchado - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Dedo Inchado - Baitaca.mp3,Dedo Inchado,Baitaca,Bailanta da Boneca,Dedo Inchado,Baitaca,Bailanta da Boneca,ID3,ID3,ID3,HIGH,HIGH,GOOD,261,192000,44100,c27147a5f0945bf71db5409d59a6ab9244478d3df6a2fa70ea042910b4b4c371,6332384,true,dedo inchado,baitaca,UNIQUE,,0,
Do Fundo da Grota - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Do Fundo da Grota - Baitaca.mp3,Do Fundo da Grota,Baitaca,Galponeiro e Aporreado,Do Fundo da Grota,Baitaca,Galponeiro e Aporreado,ID3,ID3,ID3,HIGH,HIGH,GOOD,239,192000,44100,9445473097dadeb4a533158da4e5b5b454d5bcd9ad4406e8347aa4c2ebf80440,5789003,true,do fundo da grota,baitaca,UNIQUE,,0,
Domador Ventena - Ao Vivo - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Domador Ventena - Ao Vivo - Baitaca.mp3,Domador Ventena - Ao Vivo,Baitaca,,Domador Ventena - Ao Vivo,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,208,192000,44100,f44efae7e3b3b2e2615dd4ad9b4829c165ad60740ef996e7f766e08ae0c62bf1,5041073,true,domador ventena ao vivo,baitaca,UNIQUE,,0,
Domador Ventena - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Domador Ventena - Baitaca.mp3,Domador Ventena,Baitaca,Meu Rio Grande É Desse Jeito,Domador Ventena,Baitaca,Meu Rio Grande É Desse Jeito,ID3,ID3,ID3,HIGH,HIGH,GOOD,208,192000,44100,03d534ccffbc4bcb3d8e00056020971d296987c8564c3b5e7e6052435a67f74f,5046565,true,domador ventena,baitaca,UNIQUE,,0,
Embaixo do Mau Tempo - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Embaixo do Mau Tempo - Baitaca.mp3,Embaixo do Mau Tempo,Baitaca,"Gaúcho de Raiz, Vol. 19",Embaixo do Mau Tempo,Baitaca,"Gaúcho de Raiz, Vol. 19",ID3,ID3,ID3,HIGH,HIGH,GOOD,220,192000,44100,de249c6ce4a26194257fcf8b583b83d5c98d3750a33925b4f94489aa0989f55a,5343237,true,embaixo do mau tempo,baitaca,UNIQUE,,0,
"Estampa de Galpão - Baitaca, Grupo do Fundo da Grota.mp3",02 - Baitaca,"02 - Baitaca/Estampa de Galpão - Baitaca, Grupo do Fundo da Grota.mp3",Estampa de Galpão,"Baitaca, Grupo do Fundo da Grota",Estampa de Galpão,Estampa de Galpão,"Baitaca, Grupo do Fundo da Grota",Estampa de Galpão,ID3,ID3,ID3,HIGH,HIGH,GOOD,209,192000,44100,20d016d95bbda4fdf9e39de0dcbaaf32fda1ffcfe017b1334d416f7cba9e452b,5059061,true,estampa de galpao,baitaca grupo do fundo da grota,UNIQUE,,0,
Frutas da Mata - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Frutas da Mata - Baitaca.mp3,Frutas da Mata,Baitaca,,Frutas da Mata,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,243,192000,44100,441466f2452a4d8770f455817a23ff3ba049539457713d04cdde38c21f7b59aa,5879344,true,frutas da mata,baitaca,UNIQUE,,0,
Gaúcho de Raiz - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Gaúcho de Raiz - Baitaca.mp3,Gaúcho de Raiz,Baitaca,"Gaúcho de Raiz, Vol. 19",Gaúcho de Raiz,Baitaca,"Gaúcho de Raiz, Vol. 19",ID3,ID3,ID3,HIGH,HIGH,GOOD,223,192000,44100,ac678a13de62c73cfb0a0b5aeee5343451fafdf24f1cc54aba827a8c65680e2d,5417904,true,gaucho de raiz,baitaca,UNIQUE,,0,
História Do Tico-Loco - Ao Vivo - Baitaca.mp3,02 - Baitaca,02 - Baitaca/História Do Tico-Loco - Ao Vivo - Baitaca.mp3,História Do Tico-Loco - Ao Vivo,Baitaca,,História Do Tico-Loco - Ao Vivo,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,248,192000,44100,fde0f4b6a24800afa47374e040e59f0044f314acfb8ef1c43e0d8fb8905609b7,5998125,true,historia do tico loco ao vivo,baitaca,UNIQUE,,0,
Mais pra Louco do que Certo - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Mais pra Louco do que Certo - Baitaca.mp3,Mais pra Louco do que Certo,Baitaca,,Mais pra Louco do que Certo,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,187,192000,44100,d7e6b957d635c377a7a9bd55791741f45a092af944c9ee7a0982677f5a536e04,4550497,true,mais pra louco do que certo,baitaca,UNIQUE,,0,
Mal Falquejado - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Mal Falquejado - Baitaca.mp3,Mal Falquejado,Baitaca,,Mal Falquejado,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,138,192000,44100,60dc392c15fc935babd13c480e4b8f110d9ca2dde7c933976dbbe0d179797731,3367146,true,mal falquejado,baitaca,UNIQUE,,0,
Marca de Campo - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Marca de Campo - Baitaca.mp3,Marca de Campo,Baitaca,,Marca de Campo,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,223,192000,44100,67108529ef74b0bc7265ffd24178b87ab4c1e10e0a4e2bdeacfd0348e060f4c3,5395440,true,marca de campo,baitaca,UNIQUE,,0,
Na Fazenda Ferradura - Ao Vivo - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Na Fazenda Ferradura - Ao Vivo - Baitaca.mp3,Na Fazenda Ferradura - Ao Vivo,Baitaca,,Na Fazenda Ferradura - Ao Vivo,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,195,192000,44100,89e1bd625f5f0c98a29a41e6ed3d642ada63fb46f25922cd90453c9a2ee2f37c,4737969,true,na fazenda ferradura ao vivo,baitaca,UNIQUE,,0,
Na Fazenda Ferradura - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Na Fazenda Ferradura - Baitaca.mp3,Na Fazenda Ferradura,Baitaca,Meu Rio Grande É Desse Jeito,Na Fazenda Ferradura,Baitaca,Meu Rio Grande É Desse Jeito,ID3,ID3,ID3,HIGH,HIGH,GOOD,195,192000,44100,3ba40377ed326419ad7320eb1b8702b0b6545f70cbed66bf24185e7f24ece660,4718962,true,na fazenda ferradura,baitaca,UNIQUE,,0,
Nego Bom Não Se Mistura - Baitaca.mp3,02 - Baitaca,02 - Baitaca/Nego Bom Não Se Mistura - Baitaca.mp3,Nego Bom Não Se Mistura,Baitaca,,Nego Bom Não Se Mistura,Baitaca,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,231,192000,44100,1adb7b0e92aba9c0053638c2894f0b7d3f6d15f7ea288337d924e10334d9e77f,5597897,true,nego bom nao se mistura,baitaca,UNIQUE,,0,
