original_filename,source_folder,relative_path,id3_title,id3_artist,id3_album,resolved_title,resolved_artist,resolved_album,title_source,artist_source,album_source,title_confidence,artist_confidence,metadata_status,duration_seconds,bitrate,sample_rate,file_hash,file_size,has_cover,normalized_title,normalized_artist,duplicate_status,duplicate_group,duplicate_confidence,review_reason
CLONE - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/CLONE - Ao Vivo - Luan Santana.mp3,CLONE - Ao Vivo,Luan Santana,,CLONE - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,164,192000,44100,7b361843d4de7d539350a7d6a5571850edba61adfacd00a24a89833097120c6b,3975714,true,clone ao vivo,luan santana,UNIQUE,,0,
"CORAÇÃO CIGANO - Ao Vivo - Luan Santana, Luísa Sonza.mp3",05 - Luan Santana,"05 - Luan Santana/CORAÇÃO CIGANO - Ao Vivo - Luan Santana, Luísa Sonza.mp3",CORAÇÃO CIGANO - Ao Vivo,"Luan Santana, Luísa Sonza",,CORAÇÃO CIGANO - Ao Vivo,"Luan Santana, Luísa Sonza",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,209,192000,44100,3aa70558baccca1129a242fcca8e7937aed0b2df18611363dd7300b75d1b08aa,5054697,true,coracao cigano ao vivo,luan santana luisa sonza,UNIQUE,,0,
"Cuidado Cupido - Ao Vivo - Luan Santana, Péricles.mp3",05 - Luan Santana,"05 - Luan Santana/Cuidado Cupido - Ao Vivo - Luan Santana, Péricles.mp3",Cuidado Cupido - Ao Vivo,"Luan Santana, Péricles",,Cuidado Cupido - Ao Vivo,"Luan Santana, Péricles",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,253,192000,44100,9cdbe46527921c416cf92ae32dc8d6e7973bdc3c14ce34ee274253c7a627dca2,6100358,true,cuidado cupido ao vivo,luan santana pericles,UNIQUE,,0,
DEUS É MUITO BOM - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/DEUS É MUITO BOM - Ao Vivo - Luan Santana.mp3,DEUS É MUITO BOM - Ao Vivo,Luan Santana,,DEUS É MUITO BOM - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,179,192000,44100,4db23f56489d60ee652e99a876ce644937147f5713128537aaf13683c00693fe,4335537,true,deus e muito bom ao vivo,luan santana,UNIQUE,,0,
"Dia, Lugar e Hora - Luan Santana.mp3",05 - Luan Santana,"05 - Luan Santana/Dia, Lugar e Hora - Luan Santana.mp3","Dia, Lugar e Hora",Luan Santana,,"Dia, Lugar e Hora",Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,218,192000,44100,4a016b6607c355f34c5df972696e4dfc4eb6d4814b7912a8cda0c95fadaba0f3,5274528,true,dia lugar e hora,luan santana,UNIQUE,,0,
"DONA - Ao Vivo - Luan Santana, Léo Foguete.mp3",05 - Luan Santana,"05 - Luan Santana/DONA - Ao Vivo - Luan Santana, Léo Foguete.mp3",DONA - Ao Vivo,"Luan Santana, Léo Foguete",,DONA - Ao Vivo,"Luan Santana, Léo Foguete",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,222,192000,44100,c7be800ffc0e25183bf695ba872060f049a572f7ae64fc3b8dca878609802f94,5374989,true,dona ao vivo,luan santana leo foguete,UNIQUE,,0,
"Envolvidão - Ao Vivo Em Santa Catarina 2022 - Gustavo Mioto, Luan Santana.mp3",05 - Luan Santana,"05 - Luan Santana/Envolvidão - Ao Vivo Em Santa Catarina 2022 - Gustavo Mioto, Luan Santana.mp3",Envolvidão - Ao Vivo Em Santa Catarina / 2022,"Gustavo Mioto, Luan Santana",,Envolvidão - Ao Vivo Em Santa Catarina / 2022,"Gustavo Mioto, Luan Santana",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,164,192000,44100,9cbf0d732c353ff296447e96b51a9b3b2b173b97234bf28775ebb01511005743,3978117,true,envolvidao ao vivo em santa catarina 2022,gustavo mioto luan santana,UNIQUE,,0,
"ERRO PLANEJADO - Ao Vivo - Luan Santana, Henrique & Juliano.mp3",05 - Luan Santana,"05 - Luan Santana/ERRO PLANEJADO - Ao Vivo - Luan Santana, Henrique & Juliano.mp3",ERRO PLANEJADO - Ao Vivo,"Luan Santana, Henrique & Juliano",,ERRO PLANEJADO - Ao Vivo,"Luan Santana, Henrique & Juliano",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,155,192000,44100,ff500d3b95a90389740298d8c33db3b5ced4b6817d0152b3485302d146d98b8a,3764202,true,erro planejado ao vivo,luan santana henrique e juliano,UNIQUE,,0,
Escreve Aí - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Escreve Aí - Ao Vivo - Luan Santana.mp3,Escreve Aí - Ao Vivo,Luan Santana,,Escreve Aí - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,237,192000,44100,32a13d9f3baf6d0172851a312dece18226410b7ecb6bea221bdbb1bd8db62e87,5712643,true,escreve ai ao vivo,luan santana,UNIQUE,,0,
"Estaca Zero - Luan Santana, Ivete Sangalo.mp3",05 - Luan Santana,"05 - Luan Santana/Estaca Zero - Luan Santana, Ivete Sangalo.mp3",Estaca Zero,"Luan Santana, Ivete Sangalo",,Estaca Zero,"Luan Santana, Ivete Sangalo",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,166,192000,44100,2cf8f0a333cb2cdc607269e18ed7edad0dbfb51f8ee59a7188913088106a4173,4026427,true,estaca zero,luan santana ivete sangalo,UNIQUE,,0,
Eu Não Merecia Isso - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Eu Não Merecia Isso - Ao Vivo - Luan Santana.mp3,Eu Não Merecia Isso - Ao Vivo,Luan Santana,,Eu Não Merecia Isso - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,209,192000,44100,e2c7fe90719b3c54f112ed8c9594a71060a69fecef44f5add5f05724f7aa70c0,5044930,true,eu nao merecia isso ao vivo,luan santana,UNIQUE,,0,
"EU SOU SENTIMENTO - Luan Santana, Luan Pereira.mp3",05 - Luan Santana,"05 - Luan Santana/EU SOU SENTIMENTO - Luan Santana, Luan Pereira.mp3",EU SOU SENTIMENTO,"Luan Santana, Luan Pereira",,EU SOU SENTIMENTO,"Luan Santana, Luan Pereira",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,186,192000,44100,c9f38fff811068d21f7407cf86ed5700e6bbc3d733f9babb32a4b86bdc6b2bcb,4511547,true,eu sou sentimento,luan santana luan pereira,UNIQUE,,0,
"Eu, Você, o Mar e Ela - Luan Santana.mp3",05 - Luan Santana,"05 - Luan Santana/Eu, Você, o Mar e Ela - Luan Santana.mp3","Eu, Você, o Mar e Ela",Luan Santana,,"Eu, Você, o Mar e Ela",Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,189,192000,44100,f04830f6e84bff6059fdbe0635cc10d7d5f4bfa439d102d18d256540af4fb8b4,4564769,true,eu voce o mar e ela,luan santana,UNIQUE,,0,
"Everest - Ao Vivo - Luan Santana, Fernando & Sorocaba.mp3",05 - Luan Santana,"05 - Luan Santana/Everest - Ao Vivo - Luan Santana, Fernando & Sorocaba.mp3",Everest - Ao Vivo,"Luan Santana, Fernando & Sorocaba",,Everest - Ao Vivo,"Luan Santana, Fernando & Sorocaba",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,247,192000,44100,1626d10db25865c0899656c45056e848eb82afc75800991bfc2f46a7e53eeddd,5972343,true,everest ao vivo,luan santana fernando e sorocaba,UNIQUE,,0,
Falando Sério - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Falando Sério - Ao Vivo - Luan Santana.mp3,Falando Sério - Ao Vivo,Luan Santana,,Falando Sério - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,254,192000,44100,ae26d4cff1a0309e7709a36590e0a377743e9e22ccf698206c052ea4347e42b4,6136255,true,falando serio ao vivo,luan santana,UNIQUE,,0,
"Fantasma - Luan Santana, Marília Mendonça.mp3",05 - Luan Santana,"05 - Luan Santana/Fantasma - Luan Santana, Marília Mendonça.mp3",Fantasma,"Luan Santana, Marília Mendonça",,Fantasma,"Luan Santana, Marília Mendonça",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,242,192000,44100,649ab9171502524260910ee0520f2abf603e18f7fc0eff4d187a58a743cd6b33,5842505,true,fantasma,luan santana marilia mendonca,UNIQUE,,0,
Garotas Não Merecem Chorar - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Garotas Não Merecem Chorar - Ao Vivo - Luan Santana.mp3,Garotas Não Merecem Chorar - Ao Vivo,Luan Santana,,Garotas Não Merecem Chorar - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,188,192000,44100,f2ce2805efa364568bb747b50d47f8febd28887677972c545e8c6a9bfef7268e,4573602,true,garotas nao merecem chorar ao vivo,luan santana,UNIQUE,,0,
Garotas Não Merecem Chorar - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Garotas Não Merecem Chorar - Luan Santana.mp3,Garotas Não Merecem Chorar,Luan Santana,,Garotas Não Merecem Chorar,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,181,192000,44100,f44d0d0f487cffa11cb16bb170daa831ba9fe50a7c72434beb7f3314331b6caf,4366845,true,garotas nao merecem chorar,luan santana,UNIQUE,,0,
"Hoje Não - Ao Vivo - Luan Santana, Thaeme & Thiago.mp3",05 - Luan Santana,"05 - Luan Santana/Hoje Não - Ao Vivo - Luan Santana, Thaeme & Thiago.mp3",Hoje Não - Ao Vivo,"Luan Santana, Thaeme & Thiago",,Hoje Não - Ao Vivo,"Luan Santana, Thaeme & Thiago",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,149,192000,44100,239796f5d4fd2d2674b6e5a032e87f9d5cb4ad74fd2cc6ef4710696a1c14ad40,3598880,true,hoje nao ao vivo,luan santana thaeme e thiago,UNIQUE,,0,
ILHA - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/ILHA - Luan Santana.mp3,ILHA,Luan Santana,,ILHA,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,183,192000,44100,0763fb76c92e86061443907e839b811bf7f60a11d75be55e6ced942e4214242a,4425133,true,ilha,luan santana,UNIQUE,,0,
Incondicional - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Incondicional - Ao Vivo - Luan Santana.mp3,Incondicional - Ao Vivo,Luan Santana,,Incondicional - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,188,192000,44100,4891e62c2b73ea59aacb47cbc4b20c6f0f652d0860794b8b6f4f42f0fc533398,4563120,true,incondicional ao vivo,luan santana,UNIQUE,,0,
"inesquecível - GIULIA BE, Luan Santana.mp3",05 - Luan Santana,"05 - Luan Santana/inesquecível - GIULIA BE, Luan Santana.mp3",inesquecível,"GIULIA BE, Luan Santana",,inesquecível,"GIULIA BE, Luan Santana",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,186,192000,44100,96bb34617adea2cdecddd6e40e3da73b97e6d55450d2c03681477a799cbf1735,4521134,true,inesquecivel,giulia be luan santana,UNIQUE,,0,
Jogo Do Amor - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Jogo Do Amor - Ao Vivo - Luan Santana.mp3,Jogo Do Amor - Ao Vivo,Luan Santana,,Jogo Do Amor - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,193,192000,44100,342abd61de0fa574239b577cdd8750ed64307827cc48f978f9c96ceacd318924,4676429,true,jogo do amor ao vivo,luan santana,UNIQUE,,0,
MC Lençol e DJ Travesseiro - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/MC Lençol e DJ Travesseiro - Luan Santana.mp3,MC Lençol e DJ Travesseiro,Luan Santana,,MC Lençol e DJ Travesseiro,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,179,192000,44100,a6c1eff8ed6cd056da7fe4957a3c22c57612954de78bcd8c008324a32d4fa05f,4338766,true,mc lencol e dj travesseiro,luan santana,UNIQUE,,0,
MEIO TERMO - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/MEIO TERMO - Ao Vivo - Luan Santana.mp3,MEIO TERMO - Ao Vivo,Luan Santana,,MEIO TERMO - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,176,192000,44100,188a905ca3a66ccefea1d086ef928f4e166a19512ab335f5704aff561a69fe0a,4255524,true,meio termo ao vivo,luan santana,UNIQUE,,0,
"Mesmo Sem Estar - Luan Santana, Sandy.mp3",05 - Luan Santana,"05 - Luan Santana/Mesmo Sem Estar - Luan Santana, Sandy.mp3",Mesmo Sem Estar,"Luan Santana, Sandy",,Mesmo Sem Estar,"Luan Santana, Sandy",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,248,192000,44100,4f7c1a62cb27d18058402564651877177b0a82d6ba63f91b59eb14ceaa63ac83,5990603,true,mesmo sem estar,luan santana sandy,UNIQUE,,0,
Meteoro - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Meteoro - Ao Vivo - Luan Santana.mp3,Meteoro - Ao Vivo,Luan Santana,,Meteoro - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,216,192000,44100,b606ce16cdfd8fba893e937a89137d33be95ad0fa262bb9fe7c20e0e317d15d3,5218007,true,meteoro ao vivo,luan santana,UNIQUE,,0,
MORENA - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/MORENA - Luan Santana.mp3,MORENA,Luan Santana,,MORENA,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,193,192000,44100,ce75ed82aeb29ccf1b413ff5125d0639d780c5f62aecfa088ef08a46d8997017,4676350,true,morena,luan santana,UNIQUE,,0,
"Namorando Ou Não - Ao Vivo - Clayton & Romário, Luan Santana.mp3",05 - Luan Santana,"05 - Luan Santana/Namorando Ou Não - Ao Vivo - Clayton & Romário, Luan Santana.mp3",Namorando Ou Não - Ao Vivo,"Clayton & Romário, Luan Santana",,Namorando Ou Não - Ao Vivo,"Clayton & Romário, Luan Santana",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,169,192000,44100,604fd13ce222dabc637e414c3dabaab72219af882dc0272e93047a0155130eff,4124016,true,namorando ou nao ao vivo,clayton e romario luan santana,UNIQUE,,0,
Nega - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Nega - Ao Vivo - Luan Santana.mp3,Nega - Ao Vivo,Luan Santana,,Nega - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,166,192000,44100,80cc32672397b0e2d4b8dc7f3e54a2e4566218a3d57274383647348fb2ba1f23,4052098,true,nega ao vivo,luan santana,UNIQUE,,0,
OLHO MARROM - Ao Vivo em Lisboa - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/OLHO MARROM - Ao Vivo em Lisboa - Luan Santana.mp3,OLHO MARROM - Ao Vivo em Lisboa,Luan Santana,,OLHO MARROM - Ao Vivo em Lisboa,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,146,192000,44100,25eba702aaba204616d355f55cff27b95f455c5b72293ba96d429b877557dc4c,3535936,true,olho marrom ao vivo em lisboa,luan santana,UNIQUE,,0,
PARECE - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/PARECE - Ao Vivo - Luan Santana.mp3,PARECE - Ao Vivo,Luan Santana,,PARECE - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,145,192000,44100,d86e03bca6e453e75f02e7968046fee1748b806fe8bf03266da74958137f461b,3520471,true,parece ao vivo,luan santana,UNIQUE,,0,
"PEGA ESCANDALOSO - Luan Santana, MC Kevin o Chris.mp3",05 - Luan Santana,"05 - Luan Santana/PEGA ESCANDALOSO - Luan Santana, MC Kevin o Chris.mp3",PEGA ESCANDALOSO,"Luan Santana, MC Kevin o Chris",,PEGA ESCANDALOSO,"Luan Santana, MC Kevin o Chris",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,157,192000,44100,b88700f4b5a206d4366828c996210520983e28af98668eca8d7892b8909db63c,3828331,true,pega escandaloso,luan santana mc kevin o chris,UNIQUE,,0,
PERIGO NOTURNO - Ao Vivo - Luan Santana [3kBOuur6erl8hVNXRIxhny].mp3,05 - Luan Santana,05 - Luan Santana/PERIGO NOTURNO - Ao Vivo - Luan Santana [3kBOuur6erl8hVNXRIxhny].mp3,PERIGO NOTURNO - Ao Vivo,Luan Santana,,PERIGO NOTURNO - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,202,192000,44100,bcba46d207ff1e31dc1d4dc9fc108d6da52e3f9dc44081cf5cd632bc7bae2ca7,4895908,true,perigo noturno ao vivo,luan santana,LIKELY_DUPLICATE,1,0.96,
PERIGO NOTURNO - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/PERIGO NOTURNO - Ao Vivo - Luan Santana.mp3,PERIGO NOTURNO - Ao Vivo,Luan Santana,,PERIGO NOTURNO - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,202,192000,44100,42976f829b5fd88508db7e6c43d1eb6e4dc86bd169bdea7eeb20472e575f1f68,4910555,true,perigo noturno ao vivo,luan santana,LIKELY_DUPLICATE,1,0.96,
PERIGOSA - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/PERIGOSA - Ao Vivo - Luan Santana.mp3,PERIGOSA - Ao Vivo,Luan Santana,,PERIGOSA - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,146,192000,44100,20a302c682e0264d8e687acfb6df778a7f7b75a2d54d9c0d26e94e9383c82872,3551135,true,perigosa ao vivo,luan santana,UNIQUE,,0,
"Pode Ser Pra Valer - Ao Vivo - Luan Santana, Chitãozinho & Xororó.mp3",05 - Luan Santana,"05 - Luan Santana/Pode Ser Pra Valer - Ao Vivo - Luan Santana, Chitãozinho & Xororó.mp3",Pode Ser Pra Valer - Ao Vivo,"Luan Santana, Chitãozinho & Xororó",,Pode Ser Pra Valer - Ao Vivo,"Luan Santana, Chitãozinho & Xororó",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,200,192000,44100,692da87ef736c3ec91466e479017808d57e65218082b987e2c4fc9bd5a5fc1ab,4846513,true,pode ser pra valer ao vivo,luan santana chitaozinho e xororo,UNIQUE,,0,
Pra Você Lembrar de Mim - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Pra Você Lembrar de Mim - Ao Vivo - Luan Santana.mp3,Pra Você Lembrar de Mim - Ao Vivo,Luan Santana,,Pra Você Lembrar de Mim - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,191,192000,44100,6277f2efa717d78072e989c30fcc7200798c496f1b3d35b58865f6f1964ee290,4622480,true,pra voce lembrar de mim ao vivo,luan santana,UNIQUE,,0,
Promete - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Promete - Ao Vivo - Luan Santana.mp3,Promete - Ao Vivo,Luan Santana,,Promete - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,199,192000,44100,f508380d809c7e4a8a5cc0a80ef8c96b5808d2d2b35caaa9546353287ed5bc6b,4845927,true,promete ao vivo,luan santana,UNIQUE,,0,
quando a bad bater - ao vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/quando a bad bater - ao vivo - Luan Santana.mp3,quando a bad bater - ao vivo,Luan Santana,,quando a bad bater - ao vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,179,192000,44100,3d86b558535b1766a3194d9c9e3ac968c203e8e1e14ae90958773264fbf713f0,4358033,true,quando a bad bater ao vivo,luan santana,UNIQUE,,0,
"Rg - Luan Santana, Anitta.mp3",05 - Luan Santana,"05 - Luan Santana/Rg - Luan Santana, Anitta.mp3",Rg,"Luan Santana, Anitta",,Rg,"Luan Santana, Anitta",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,212,192000,44100,4aa175a05ff518394f0ad9090fee258ca2f99843cd82ababeb917c4fc3e440ee,5120772,true,rg,luan santana anitta,UNIQUE,,0,
SEU DOUTOR - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/SEU DOUTOR - Ao Vivo - Luan Santana.mp3,SEU DOUTOR - Ao Vivo,Luan Santana,,SEU DOUTOR - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,174,192000,44100,5fd562421a0fb10b9cb4eb6832b8f9b113abc7639cb796b294347b5ffa8902b0,4214363,true,seu doutor ao vivo,luan santana,UNIQUE,,0,
Sinais - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Sinais - Ao Vivo - Luan Santana.mp3,Sinais - Ao Vivo,Luan Santana,,Sinais - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,237,192000,44100,482d8575d49307350da3942cbef9aa548b8d0b5c8d96f469d2c63fc2903ad685,5735122,true,sinais ao vivo,luan santana,UNIQUE,,0,
"Sofazinho - Ao Vivo - Luan Santana, Jorge & Mateus.mp3",05 - Luan Santana,"05 - Luan Santana/Sofazinho - Ao Vivo - Luan Santana, Jorge & Mateus.mp3",Sofazinho - Ao Vivo,"Luan Santana, Jorge & Mateus",,Sofazinho - Ao Vivo,"Luan Santana, Jorge & Mateus",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,188,192000,44100,b36228b067eba28d9e8398b32fcd856c7beab3359433ca9d6b0a3c2a2ffd7752,4575451,true,sofazinho ao vivo,luan santana jorge e mateus,UNIQUE,,0,
Sogrão Caprichou - Faixa Bônus - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Sogrão Caprichou - Faixa Bônus - Luan Santana.mp3,Sogrão Caprichou - Faixa Bônus,Luan Santana,,Sogrão Caprichou - Faixa Bônus,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,176,192000,44100,0d1612ac5727c9ae60d1c4071194ebff15d721d9c0ffb2f795105b36f73b1d5c,4270861,true,sograo caprichou faixa bonus,luan santana,UNIQUE,,0,
Somos Apenas Um - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Somos Apenas Um - Ao Vivo - Luan Santana.mp3,Somos Apenas Um - Ao Vivo,Luan Santana,,Somos Apenas Um - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,219,192000,44100,c3191485a8fa16bd84385d6b725aed45000863dcd31b676906c2bd97a2dabbbd,5292076,true,somos apenas um ao vivo,luan santana,UNIQUE,,0,
"SORRIA - Luan Santana, Mc Don Juan.mp3",05 - Luan Santana,"05 - Luan Santana/SORRIA - Luan Santana, Mc Don Juan.mp3",SORRIA,"Luan Santana, Mc Don Juan",,SORRIA,"Luan Santana, Mc Don Juan",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,181,192000,44100,50d875b3dbba857a144917b55e0fa9f0e10b3bad8367e110d767294bd5d53341,4398051,true,sorria,luan santana mc don juan,UNIQUE,,0,
Tanto Faz - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Tanto Faz - Ao Vivo - Luan Santana.mp3,Tanto Faz - Ao Vivo,Luan Santana,,Tanto Faz - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,153,192000,44100,e64bb378b80420206780d19a9f2a1a8ecae51f2b131732e951c63ed3477ee9b8,3742042,true,tanto faz ao vivo,luan santana,UNIQUE,,0,
Te Esperando - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Te Esperando - Ao Vivo - Luan Santana.mp3,Te Esperando - Ao Vivo,Luan Santana,,Te Esperando - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,271,192000,44100,58238abc078c78bba4967333e841e5bb62679222a3ab030c4e5a314aaded7b00,6547937,true,te esperando ao vivo,luan santana,UNIQUE,,0,
Te Esperando - Faixa Bônus - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Te Esperando - Faixa Bônus - Luan Santana.mp3,Te Esperando - Faixa Bônus,Luan Santana,,Te Esperando - Faixa Bônus,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,251,192000,44100,512f1cce15d5cc01393e89f7333155a843730c2942eb6728a2a48a6f08afca53,6056907,true,te esperando faixa bonus,luan santana,UNIQUE,,0,
Te Vivo - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Te Vivo - Ao Vivo - Luan Santana.mp3,Te Vivo - Ao Vivo,Luan Santana,,Te Vivo - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,193,192000,44100,e4421fa368dd445e7352e57213353ddf0caea1d77ea6c5d464df9d9e279a9722,4689249,true,te vivo ao vivo,luan santana,UNIQUE,,0,
Tô de Cara - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Tô de Cara - Ao Vivo - Luan Santana.mp3,Tô de Cara - Ao Vivo,Luan Santana,,Tô de Cara - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,180,192000,44100,23d5560a88f94ace75e7e78b0d1d80237cf399b29f48db064d0737d9232c876d,4374566,true,to de cara ao vivo,luan santana,UNIQUE,,0,
Tudo o Que Você Quiser - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Tudo o Que Você Quiser - Ao Vivo - Luan Santana.mp3,Tudo o Que Você Quiser - Ao Vivo,Luan Santana,,Tudo o Que Você Quiser - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,216,192000,44100,94714e5ab48addd9e178b7d2e11d7c349465bec58f3d1df18386356098cc19b9,5223164,true,tudo o que voce quiser ao vivo,luan santana,UNIQUE,,0,
Tudo Que Você Quiser - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Tudo Que Você Quiser - Ao Vivo - Luan Santana.mp3,Tudo Que Você Quiser - Ao Vivo,Luan Santana,,Tudo Que Você Quiser - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,250,192000,44100,4b9ec5b9c4a0627f02490f62e7989bfca416f915b70316dc443d76bd0f62451e,6068453,true,tudo que voce quiser ao vivo,luan santana,UNIQUE,,0,
Um Beijo - Ao Vivo - Luan Santana.mp3,05 - Luan Santana,05 - Luan Santana/Um Beijo - Ao Vivo - Luan Santana.mp3,Um Beijo - Ao Vivo,Luan Santana,,Um Beijo - Ao Vivo,Luan Santana,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,197,192000,44100,94343ee1781b2bfec845ce2367b4491458bcda0c81e961334c1c7a30bfa251f0,4798712,true,um beijo ao vivo,luan santana,UNIQUE,,0,
